model,epoch,train_nll,val_nll,gap,spec_prod
state_cond,1,4.007544568195435,4.00862607284331,0.0010815046478747092,38.28328958034347
state_cond,2,3.998005171328927,4.02091494278169,0.022909771452763295,38.28328958034347
state_cond,3,3.968799867491791,4.099760673415493,0.13096080592370196,38.28328958034347
state_cond,4,3.9476489744324614,4.087277178697183,0.13962820426472122,38.28328958034347
state_cond,5,3.931122618596911,4.033535637654049,0.1024130190571384,38.28328958034347
state_cond,6,3.913597825644673,4.002417336047535,0.08881951040286218,38.28328958034347
state_cond,7,3.9024707775760965,4.002220648107395,0.09974987053129825,38.28328958034347
state_cond,8,3.8967274652011152,4.034338550836267,0.137611085635152,38.28328958034347
state_cond,9,3.891607994042733,4.041643513424296,0.15003551938156257,38.28328958034347
state_cond,10,3.886970851732337,3.9944274042693664,0.10745655253702946,38.28328958034347
state_cond,11,3.8781439739724863,4.02000302596831,0.14185905199582383,38.28328958034347
state_cond,12,3.873790851537732,4.013609292473592,0.13981844093585982,38.28328958034347
state_cond,13,3.8752380960805404,3.999213935959507,0.12397583987896654,38.28328958034347
state_cond,14,3.8649046340426385,4.084652495048416,0.21974786100577726,38.28328958034347
state_cond,15,3.864766733657911,4.019510274537852,0.15474354087994158,38.28328958034347
state_cond,16,3.8587080176901702,4.075453895246479,0.21674587755630892,38.28328958034347
state_cond,17,3.8574459794638813,4.109272873569542,0.2518268941056605,38.28328958034347
state_cond,18,3.8543254833866434,4.058077959947183,0.20375247656053963,38.28328958034347
state_cond,19,3.8515849274713636,4.048833970620598,0.19724904314923464,38.28328958034347
state_cond,20,3.8498366351288875,4.081607958296655,0.23177132316776783,38.28328958034347
state_free,1,4.0069067950409964,4.007183923855634,0.000277128814637706,37.89424311675594
state_free,2,3.984667202124849,4.016118095290493,0.03145089316564453,37.89424311675594
state_free,3,3.951646740309858,4.025338014414612,0.07369127410475418,37.89424311675594
state_free,4,3.9430957554619095,3.9958011251100354,0.05270536964812589,37.89424311675594
state_free,5,3.9254047191085446,3.983676620268486,0.0582719011599413,37.89424311675594
state_free,6,3.9173977432619544,3.97916689590669,0.06176915264473548,37.89424311675594
state_free,7,3.904170326564623,3.9700999944982396,0.06592966793361654,37.89424311675594
state_free,8,3.902155613553697,3.9686224279269364,0.06646681437323965,37.89424311675594
state_free,9,3.8953104433806045,3.9719712808098593,0.07666083742925478,37.89424311675594
state_free,10,3.887172201405401,3.9705707388864435,0.08339853748104264,37.89424311675594
state_free,11,3.8869644570465827,3.96932802871919,0.08236357167260744,37.89424311675594
state_free,12,3.8791495244860075,3.9642468089788734,0.08509728449286591,37.89424311675594
state_free,13,3.8749114879663438,3.970611658230634,0.09570017026429012,37.89424311675594
state_free,14,3.8722961720637077,3.977963385783451,0.10566721371974319,37.89424311675594
state_free,15,3.866852433209258,3.973724279269366,0.10687184606010813,37.89424311675594
state_free,16,3.8663826910193992,3.9722714706205986,0.10588877960119936,37.89424311675594
state_free,17,3.865095110907071,3.975373775858275,0.11027866495120398,37.89424311675594
state_free,18,3.859253832683471,3.9738893320862676,0.11463549940279671,37.89424311675594
state_free,19,3.8575295710909194,3.9728639414612674,0.115334370370348,37.89424311675594
state_free,20,3.857441224913666,3.9751378878741197,0.11769666296045367,37.89424311675594
