h,N,model,test_ll,nll_model,H_irr,H_marginal,MIR
1,10,additive,-2.299062416541771,2.299062416541771,2.112357663755399,2.302580715393574,-0.08838690340652067
1,10,backoff,-2.3011589159289856,2.3011589159289856,2.112357663755399,2.302580715393574,-0.08937939602421845
1,10,marginal,-2.302735338378945,2.302735338378945,2.112357663755399,2.302580715393574,-0.0901256817868089
1,10,state_cond_nn,-2.2973737716674805,2.2973737716674805,2.112357663755399,2.302580715393574,-0.08758749102325579
1,10,state_free_nn,-2.2947287559509277,2.2947287559509277,2.112357663755399,2.302580715393574,-0.0863353282091941
1,55,additive,-4.0000226445698255,4.0000226445698255,3.0543332563739214,4.007280038400756,-0.30962220190687983
1,55,backoff,-4.007163765432223,4.007163765432223,3.0543332563739214,4.007280038400756,-0.3119602312779365
1,55,marginal,-4.0074623659162665,4.0074623659162665,3.0543332563739214,4.007280038400756,-0.3120579941803377
1,55,state_cond_nn,-4.010758399963379,4.010758399963379,3.0543332563739214,4.007280038400756,-0.3131371279127928
1,55,state_free_nn,-4.009664058685303,4.009664058685303,3.0543332563739214,4.007280038400756,-0.3127788365325734
